,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Country_name,Continent
356,PISAMATH,BOY,MEANSCORE,A,2003,365.0,Brazil,SA
357,PISAMATH,BOY,MEANSCORE,A,2006,380.0,Brazil,SA
358,PISAMATH,BOY,MEANSCORE,A,2009,394.0,Brazil,SA
359,PISAMATH,BOY,MEANSCORE,A,2012,400.769,Brazil,SA
360,PISAMATH,BOY,MEANSCORE,A,2015,385.0,Brazil,SA
361,PISAMATH,BOY,MEANSCORE,A,2018,388.0,Brazil,SA
362,PISAMATH,GIRL,MEANSCORE,A,2003,348.0,Brazil,SA
363,PISAMATH,GIRL,MEANSCORE,A,2006,361.0,Brazil,SA
364,PISAMATH,GIRL,MEANSCORE,A,2009,379.0,Brazil,SA
365,PISAMATH,GIRL,MEANSCORE,A,2012,382.925,Brazil,SA
366,PISAMATH,GIRL,MEANSCORE,A,2015,370.0,Brazil,SA
367,PISAMATH,GIRL,MEANSCORE,A,2018,379.0,Brazil,SA
368,PISAMATH,BOY,MEANSCORE,A,2006,424.0,Chile,SA
369,PISAMATH,BOY,MEANSCORE,A,2009,431.0,Chile,SA
370,PISAMATH,BOY,MEANSCORE,A,2012,435.525,Chile,SA
371,PISAMATH,BOY,MEANSCORE,A,2015,432.0,Chile,SA
372,PISAMATH,BOY,MEANSCORE,A,2018,421.0,Chile,SA
373,PISAMATH,GIRL,MEANSCORE,A,2006,396.0,Chile,SA
374,PISAMATH,GIRL,MEANSCORE,A,2009,410.0,Chile,SA
375,PISAMATH,GIRL,MEANSCORE,A,2012,410.543,Chile,SA
376,PISAMATH,GIRL,MEANSCORE,A,2015,413.0,Chile,SA
377,PISAMATH,GIRL,MEANSCORE,A,2018,414.0,Chile,SA
378,PISAMATH,BOY,MEANSCORE,A,2006,515.0,Estonia,EU
379,PISAMATH,BOY,MEANSCORE,A,2009,516.0,Estonia,EU
380,PISAMATH,BOY,MEANSCORE,A,2012,523.214,Estonia,EU
381,PISAMATH,BOY,MEANSCORE,A,2015,522.0,Estonia,EU
382,PISAMATH,BOY,MEANSCORE,A,2018,528.0,Estonia,EU
383,PISAMATH,GIRL,MEANSCORE,A,2006,514.0,Estonia,EU
384,PISAMATH,GIRL,MEANSCORE,A,2009,508.0,Estonia,EU
385,PISAMATH,GIRL,MEANSCORE,A,2012,517.93,Estonia,EU
386,PISAMATH,GIRL,MEANSCORE,A,2015,517.0,Estonia,EU
387,PISAMATH,GIRL,MEANSCORE,A,2018,519.0,Estonia,EU
388,PISAMATH,BOY,MEANSCORE,A,2003,362.0,Indonesia,AS
389,PISAMATH,BOY,MEANSCORE,A,2006,399.0,Indonesia,AS
390,PISAMATH,BOY,MEANSCORE,A,2009,371.0,Indonesia,AS
391,PISAMATH,BOY,MEANSCORE,A,2012,377.376,Indonesia,AS
392,PISAMATH,BOY,MEANSCORE,A,2015,385.0,Indonesia,AS
393,PISAMATH,BOY,MEANSCORE,A,2018,374.0,Indonesia,AS
394,PISAMATH,GIRL,MEANSCORE,A,2003,358.0,Indonesia,AS
395,PISAMATH,GIRL,MEANSCORE,A,2006,382.0,Indonesia,AS
396,PISAMATH,GIRL,MEANSCORE,A,2009,372.0,Indonesia,AS
397,PISAMATH,GIRL,MEANSCORE,A,2012,372.785,Indonesia,AS
398,PISAMATH,GIRL,MEANSCORE,A,2015,387.0,Indonesia,AS
399,PISAMATH,GIRL,MEANSCORE,A,2018,383.0,Indonesia,AS
400,PISAMATH,BOY,MEANSCORE,A,2006,448.0,Israel,AS
401,PISAMATH,BOY,MEANSCORE,A,2009,451.0,Israel,AS
402,PISAMATH,BOY,MEANSCORE,A,2012,472.398,Israel,AS
403,PISAMATH,BOY,MEANSCORE,A,2015,474.0,Israel,AS
404,PISAMATH,BOY,MEANSCORE,A,2018,458.0,Israel,AS
405,PISAMATH,GIRL,MEANSCORE,A,2006,436.0,Israel,AS
406,PISAMATH,GIRL,MEANSCORE,A,2009,443.0,Israel,AS
407,PISAMATH,GIRL,MEANSCORE,A,2012,460.749,Israel,AS
408,PISAMATH,GIRL,MEANSCORE,A,2015,466.0,Israel,AS
409,PISAMATH,GIRL,MEANSCORE,A,2018,467.0,Israel,AS
410,PISAMATH,BOY,MEANSCORE,A,2003,473.0,Russian Federation,EU
411,PISAMATH,BOY,MEANSCORE,A,2009,469.0,Russian Federation,EU
412,PISAMATH,BOY,MEANSCORE,A,2012,481.394,Russian Federation,EU
413,PISAMATH,BOY,MEANSCORE,A,2015,497.0,Russian Federation,EU
414,PISAMATH,BOY,MEANSCORE,A,2018,490.0,Russian Federation,EU
415,PISAMATH,GIRL,MEANSCORE,A,2003,463.0,Russian Federation,EU
416,PISAMATH,GIRL,MEANSCORE,A,2009,467.0,Russian Federation,EU
417,PISAMATH,GIRL,MEANSCORE,A,2012,482.944,Russian Federation,EU
418,PISAMATH,GIRL,MEANSCORE,A,2015,491.0,Russian Federation,EU
419,PISAMATH,GIRL,MEANSCORE,A,2018,485.0,Russian Federation,EU
420,PISAMATH,BOY,MEANSCORE,A,2006,507.0,Slovenia,EU
421,PISAMATH,BOY,MEANSCORE,A,2009,502.0,Slovenia,EU
422,PISAMATH,BOY,MEANSCORE,A,2012,502.748,Slovenia,EU
423,PISAMATH,BOY,MEANSCORE,A,2015,512.0,Slovenia,EU
424,PISAMATH,BOY,MEANSCORE,A,2018,509.0,Slovenia,EU
425,PISAMATH,GIRL,MEANSCORE,A,2006,502.0,Slovenia,EU
426,PISAMATH,GIRL,MEANSCORE,A,2009,501.0,Slovenia,EU
427,PISAMATH,GIRL,MEANSCORE,A,2012,499.387,Slovenia,EU
428,PISAMATH,GIRL,MEANSCORE,A,2015,508.0,Slovenia,EU
429,PISAMATH,GIRL,MEANSCORE,A,2018,509.0,Slovenia,EU
430,PISAMATH,BOY,MEANSCORE,A,2003,505.333,Wrong_name,Wrong_name
431,PISAMATH,BOY,MEANSCORE,A,2006,499.706,Wrong_name,Wrong_name
432,PISAMATH,BOY,MEANSCORE,A,2009,501.382,Wrong_name,Wrong_name
433,PISAMATH,BOY,MEANSCORE,A,2012,499.421,Wrong_name,Wrong_name
434,PISAMATH,BOY,MEANSCORE,A,2015,494.0,Wrong_name,Wrong_name
435,PISAMATH,BOY,MEANSCORE,A,2018,492.0,Wrong_name,Wrong_name
436,PISAMATH,GIRL,MEANSCORE,A,2003,494.833,Wrong_name,Wrong_name
437,PISAMATH,GIRL,MEANSCORE,A,2006,488.588,Wrong_name,Wrong_name
438,PISAMATH,GIRL,MEANSCORE,A,2009,489.794,Wrong_name,Wrong_name
439,PISAMATH,GIRL,MEANSCORE,A,2012,488.551,Wrong_name,Wrong_name
440,PISAMATH,GIRL,MEANSCORE,A,2015,486.0,Wrong_name,Wrong_name
441,PISAMATH,GIRL,MEANSCORE,A,2018,487.0,Wrong_name,Wrong_name
442,PISAMATH,BOY,MEANSCORE,A,2015,481.0,Latvia,EU
443,PISAMATH,BOY,MEANSCORE,A,2018,500.0,Latvia,EU
444,PISAMATH,GIRL,MEANSCORE,A,2015,483.0,Latvia,EU
445,PISAMATH,GIRL,MEANSCORE,A,2018,493.0,Latvia,EU
446,PISAMATH,BOY,MEANSCORE,A,2015,564.0,Singapore,AS
447,PISAMATH,GIRL,MEANSCORE,A,2015,564.0,Singapore,AS
448,PISAMATH,BOY,MEANSCORE,A,2015,395.0,Colombia,SA
449,PISAMATH,BOY,MEANSCORE,A,2018,401.0,Colombia,SA
450,PISAMATH,GIRL,MEANSCORE,A,2015,384.0,Colombia,SA
451,PISAMATH,GIRL,MEANSCORE,A,2018,381.0,Colombia,SA
452,PISAMATH,BOY,MEANSCORE,A,2015,549.0,Hong Kong,AS
453,PISAMATH,GIRL,MEANSCORE,A,2015,547.0,Hong Kong,AS
454,PISAMATH,BOY,MEANSCORE,A,2015,391.0,Peru,SA
455,PISAMATH,GIRL,MEANSCORE,A,2015,382.0,Peru,SA
456,PISAMATH,BOY,MEANSCORE,A,2015,545.0,"Taiwan, Province of China",AS
457,PISAMATH,GIRL,MEANSCORE,A,2015,539.0,"Taiwan, Province of China",AS
458,PISAMATH,BOY,MEANSCORE,A,2015,540.0,Macao,AS
459,PISAMATH,GIRL,MEANSCORE,A,2015,548.0,Macao,AS
460,PISAMATH,BOY,MEANSCORE,A,2018,411.0,Costa Rica,'NA'
461,PISAMATH,GIRL,MEANSCORE,A,2018,394.0,Costa Rica,'NA'
462,PISAMATH,BOY,MEANSCORE,A,2018,480.0,Lithuania,EU
463,PISAMATH,GIRL,MEANSCORE,A,2018,482.0,Lithuania,EU
464,PISASCIENCE,BOY,MEANSCORE,A,2006,527.0,Australia,OC
465,PISASCIENCE,BOY,MEANSCORE,A,2009,527.0,Australia,OC
466,PISASCIENCE,BOY,MEANSCORE,A,2012,523.728,Australia,OC
467,PISASCIENCE,BOY,MEANSCORE,A,2015,511.0,Australia,OC
468,PISASCIENCE,BOY,MEANSCORE,A,2018,504.0,Australia,OC
469,PISASCIENCE,GIRL,MEANSCORE,A,2006,527.0,Australia,OC
470,PISASCIENCE,GIRL,MEANSCORE,A,2009,528.0,Australia,OC
471,PISASCIENCE,GIRL,MEANSCORE,A,2012,519.124,Australia,OC
472,PISASCIENCE,GIRL,MEANSCORE,A,2015,509.0,Australia,OC
473,PISASCIENCE,GIRL,MEANSCORE,A,2018,502.0,Australia,OC
474,PISASCIENCE,BOY,MEANSCORE,A,2006,515.0,Austria,EU
475,PISASCIENCE,BOY,MEANSCORE,A,2012,510.108,Austria,EU
476,PISASCIENCE,BOY,MEANSCORE,A,2015,504.0,Austria,EU
477,PISASCIENCE,BOY,MEANSCORE,A,2018,491.0,Austria,EU
478,PISASCIENCE,GIRL,MEANSCORE,A,2006,507.0,Austria,EU
479,PISASCIENCE,GIRL,MEANSCORE,A,2012,501.479,Austria,EU
480,PISASCIENCE,GIRL,MEANSCORE,A,2015,486.0,Austria,EU
481,PISASCIENCE,GIRL,MEANSCORE,A,2018,489.0,Austria,EU
482,PISASCIENCE,BOY,MEANSCORE,A,2006,511.0,Belgium,EU
483,PISASCIENCE,BOY,MEANSCORE,A,2009,510.0,Belgium,EU
484,PISASCIENCE,BOY,MEANSCORE,A,2012,506.82,Belgium,EU
485,PISASCIENCE,BOY,MEANSCORE,A,2015,508.0,Belgium,EU
486,PISASCIENCE,BOY,MEANSCORE,A,2018,501.0,Belgium,EU
487,PISASCIENCE,GIRL,MEANSCORE,A,2006,510.0,Belgium,EU
488,PISASCIENCE,GIRL,MEANSCORE,A,2009,503.0,Belgium,EU
489,PISASCIENCE,GIRL,MEANSCORE,A,2012,502.9,Belgium,EU
490,PISASCIENCE,GIRL,MEANSCORE,A,2015,496.0,Belgium,EU
491,PISASCIENCE,GIRL,MEANSCORE,A,2018,496.0,Belgium,EU
492,PISASCIENCE,BOY,MEANSCORE,A,2006,536.0,Canada,'NA'
493,PISASCIENCE,BOY,MEANSCORE,A,2009,531.0,Canada,'NA'
494,PISASCIENCE,BOY,MEANSCORE,A,2012,526.875,Canada,'NA'
495,PISASCIENCE,BOY,MEANSCORE,A,2015,528.0,Canada,'NA'
496,PISASCIENCE,BOY,MEANSCORE,A,2018,516.0,Canada,'NA'
497,PISASCIENCE,GIRL,MEANSCORE,A,2006,532.0,Canada,'NA'
498,PISASCIENCE,GIRL,MEANSCORE,A,2009,526.0,Canada,'NA'
499,PISASCIENCE,GIRL,MEANSCORE,A,2012,524.053,Canada,'NA'
500,PISASCIENCE,GIRL,MEANSCORE,A,2015,527.0,Canada,'NA'
501,PISASCIENCE,GIRL,MEANSCORE,A,2018,520.0,Canada,'NA'
502,PISASCIENCE,BOY,MEANSCORE,A,2006,515.0,Czechia,EU
503,PISASCIENCE,BOY,MEANSCORE,A,2009,498.0,Czechia,EU
504,PISASCIENCE,BOY,MEANSCORE,A,2012,508.721,Czechia,EU
505,PISASCIENCE,BOY,MEANSCORE,A,2015,497.0,Czechia,EU
506,PISASCIENCE,BOY,MEANSCORE,A,2018,496.0,Czechia,EU
507,PISASCIENCE,GIRL,MEANSCORE,A,2006,510.0,Czechia,EU
508,PISASCIENCE,GIRL,MEANSCORE,A,2009,503.0,Czechia,EU
509,PISASCIENCE,GIRL,MEANSCORE,A,2012,507.855,Czechia,EU
510,PISASCIENCE,GIRL,MEANSCORE,A,2015,488.0,Czechia,EU
511,PISASCIENCE,GIRL,MEANSCORE,A,2018,498.0,Czechia,EU
512,PISASCIENCE,BOY,MEANSCORE,A,2006,500.0,Denmark,EU
513,PISASCIENCE,BOY,MEANSCORE,A,2009,505.0,Denmark,EU
514,PISASCIENCE,BOY,MEANSCORE,A,2012,503.533,Denmark,EU
515,PISASCIENCE,BOY,MEANSCORE,A,2015,505.0,Denmark,EU
516,PISASCIENCE,BOY,MEANSCORE,A,2018,492.0,Denmark,EU
517,PISASCIENCE,GIRL,MEANSCORE,A,2006,491.0,Denmark,EU
518,PISASCIENCE,GIRL,MEANSCORE,A,2009,494.0,Denmark,EU
519,PISASCIENCE,GIRL,MEANSCORE,A,2012,493.363,Denmark,EU
520,PISASCIENCE,GIRL,MEANSCORE,A,2015,499.0,Denmark,EU
521,PISASCIENCE,GIRL,MEANSCORE,A,2018,494.0,Denmark,EU
522,PISASCIENCE,BOY,MEANSCORE,A,2006,562.0,Finland,EU
523,PISASCIENCE,BOY,MEANSCORE,A,2009,546.0,Finland,EU
524,PISASCIENCE,BOY,MEANSCORE,A,2012,537.436,Finland,EU
525,PISASCIENCE,BOY,MEANSCORE,A,2015,521.0,Finland,EU
526,PISASCIENCE,BOY,MEANSCORE,A,2018,510.0,Finland,EU
527,PISASCIENCE,GIRL,MEANSCORE,A,2006,565.0,Finland,EU
528,PISASCIENCE,GIRL,MEANSCORE,A,2009,562.0,Finland,EU
529,PISASCIENCE,GIRL,MEANSCORE,A,2012,553.893,Finland,EU
530,PISASCIENCE,GIRL,MEANSCORE,A,2015,541.0,Finland,EU
531,PISASCIENCE,GIRL,MEANSCORE,A,2018,534.0,Finland,EU
532,PISASCIENCE,BOY,MEANSCORE,A,2006,497.0,France,EU
533,PISASCIENCE,BOY,MEANSCORE,A,2009,500.0,France,EU
534,PISASCIENCE,BOY,MEANSCORE,A,2012,497.716,France,EU
535,PISASCIENCE,BOY,MEANSCORE,A,2015,496.0,France,EU
536,PISASCIENCE,BOY,MEANSCORE,A,2018,493.0,France,EU
537,PISASCIENCE,GIRL,MEANSCORE,A,2006,494.0,France,EU
538,PISASCIENCE,GIRL,MEANSCORE,A,2009,497.0,France,EU
539,PISASCIENCE,GIRL,MEANSCORE,A,2012,500.157,France,EU
540,PISASCIENCE,GIRL,MEANSCORE,A,2015,494.0,France,EU
541,PISASCIENCE,GIRL,MEANSCORE,A,2018,493.0,France,EU
542,PISASCIENCE,BOY,MEANSCORE,A,2006,519.0,Germany,EU
543,PISASCIENCE,BOY,MEANSCORE,A,2009,523.0,Germany,EU
544,PISASCIENCE,BOY,MEANSCORE,A,2012,523.86,Germany,EU
545,PISASCIENCE,BOY,MEANSCORE,A,2015,514.0,Germany,EU
546,PISASCIENCE,BOY,MEANSCORE,A,2018,502.0,Germany,EU
547,PISASCIENCE,GIRL,MEANSCORE,A,2006,512.0,Germany,EU
548,PISASCIENCE,GIRL,MEANSCORE,A,2009,518.0,Germany,EU
549,PISASCIENCE,GIRL,MEANSCORE,A,2012,524.391,Germany,EU
550,PISASCIENCE,GIRL,MEANSCORE,A,2015,504.0,Germany,EU
551,PISASCIENCE,GIRL,MEANSCORE,A,2018,504.0,Germany,EU
552,PISASCIENCE,BOY,MEANSCORE,A,2006,468.0,Greece,EU
553,PISASCIENCE,BOY,MEANSCORE,A,2009,465.0,Greece,EU
554,PISASCIENCE,BOY,MEANSCORE,A,2012,460.02,Greece,EU
555,PISASCIENCE,BOY,MEANSCORE,A,2015,451.0,Greece,EU
556,PISASCIENCE,BOY,MEANSCORE,A,2018,446.0,Greece,EU
557,PISASCIENCE,GIRL,MEANSCORE,A,2006,479.0,Greece,EU
558,PISASCIENCE,GIRL,MEANSCORE,A,2009,475.0,Greece,EU
559,PISASCIENCE,GIRL,MEANSCORE,A,2012,473.298,Greece,EU
560,PISASCIENCE,GIRL,MEANSCORE,A,2015,459.0,Greece,EU
561,PISASCIENCE,GIRL,MEANSCORE,A,2018,457.0,Greece,EU
562,PISASCIENCE,BOY,MEANSCORE,A,2006,507.0,Hungary,EU
563,PISASCIENCE,BOY,MEANSCORE,A,2009,503.0,Hungary,EU
564,PISASCIENCE,BOY,MEANSCORE,A,2012,495.913,Hungary,EU
565,PISASCIENCE,BOY,MEANSCORE,A,2015,478.0,Hungary,EU
566,PISASCIENCE,BOY,MEANSCORE,A,2018,484.0,Hungary,EU
567,PISASCIENCE,GIRL,MEANSCORE,A,2006,501.0,Hungary,EU
568,PISASCIENCE,GIRL,MEANSCORE,A,2009,503.0,Hungary,EU
569,PISASCIENCE,GIRL,MEANSCORE,A,2012,492.803,Hungary,EU
570,PISASCIENCE,GIRL,MEANSCORE,A,2015,475.0,Hungary,EU
571,PISASCIENCE,GIRL,MEANSCORE,A,2018,478.0,Hungary,EU
572,PISASCIENCE,BOY,MEANSCORE,A,2006,488.0,Iceland,EU
573,PISASCIENCE,BOY,MEANSCORE,A,2009,496.0,Iceland,EU
574,PISASCIENCE,BOY,MEANSCORE,A,2012,476.676,Iceland,EU
575,PISASCIENCE,BOY,MEANSCORE,A,2015,472.0,Iceland,EU
576,PISASCIENCE,BOY,MEANSCORE,A,2018,471.0,Iceland,EU
577,PISASCIENCE,GIRL,MEANSCORE,A,2006,494.0,Iceland,EU
578,PISASCIENCE,GIRL,MEANSCORE,A,2009,495.0,Iceland,EU
579,PISASCIENCE,GIRL,MEANSCORE,A,2012,479.669,Iceland,EU
580,PISASCIENCE,GIRL,MEANSCORE,A,2015,475.0,Iceland,EU
581,PISASCIENCE,GIRL,MEANSCORE,A,2018,479.0,Iceland,EU
582,PISASCIENCE,BOY,MEANSCORE,A,2006,508.0,Ireland,EU
583,PISASCIENCE,BOY,MEANSCORE,A,2009,507.0,Ireland,EU
584,PISASCIENCE,BOY,MEANSCORE,A,2012,523.942,Ireland,EU
585,PISASCIENCE,BOY,MEANSCORE,A,2015,508.0,Ireland,EU
586,PISASCIENCE,BOY,MEANSCORE,A,2018,495.0,Ireland,EU
587,PISASCIENCE,GIRL,MEANSCORE,A,2006,509.0,Ireland,EU
588,PISASCIENCE,GIRL,MEANSCORE,A,2009,509.0,Ireland,EU
589,PISASCIENCE,GIRL,MEANSCORE,A,2012,520.0,Ireland,EU
590,PISASCIENCE,GIRL,MEANSCORE,A,2015,497.0,Ireland,EU
591,PISASCIENCE,GIRL,MEANSCORE,A,2018,497.0,Ireland,EU
592,PISASCIENCE,BOY,MEANSCORE,A,2006,477.0,Italy,EU
593,PISASCIENCE,BOY,MEANSCORE,A,2009,488.0,Italy,EU
594,PISASCIENCE,BOY,MEANSCORE,A,2012,494.897,Italy,EU
595,PISASCIENCE,BOY,MEANSCORE,A,2015,489.0,Italy,EU
596,PISASCIENCE,BOY,MEANSCORE,A,2018,470.0,Italy,EU
597,PISASCIENCE,GIRL,MEANSCORE,A,2006,474.0,Italy,EU
598,PISASCIENCE,GIRL,MEANSCORE,A,2009,490.0,Italy,EU
599,PISASCIENCE,GIRL,MEANSCORE,A,2012,492.087,Italy,EU
600,PISASCIENCE,GIRL,MEANSCORE,A,2015,472.0,Italy,EU
601,PISASCIENCE,GIRL,MEANSCORE,A,2018,466.0,Italy,EU
602,PISASCIENCE,BOY,MEANSCORE,A,2006,533.0,Japan,AS
603,PISASCIENCE,BOY,MEANSCORE,A,2009,534.0,Japan,AS
604,PISASCIENCE,BOY,MEANSCORE,A,2012,551.947,Japan,AS
605,PISASCIENCE,BOY,MEANSCORE,A,2015,545.0,Japan,AS
606,PISASCIENCE,BOY,MEANSCORE,A,2018,531.0,Japan,AS
607,PISASCIENCE,GIRL,MEANSCORE,A,2006,530.0,Japan,AS
608,PISASCIENCE,GIRL,MEANSCORE,A,2009,545.0,Japan,AS
609,PISASCIENCE,GIRL,MEANSCORE,A,2012,540.959,Japan,AS
610,PISASCIENCE,GIRL,MEANSCORE,A,2015,532.0,Japan,AS
611,PISASCIENCE,GIRL,MEANSCORE,A,2018,528.0,Japan,AS
612,PISASCIENCE,BOY,MEANSCORE,A,2006,521.0,"Korea, Republic of",AS
613,PISASCIENCE,BOY,MEANSCORE,A,2009,537.0,"Korea, Republic of",AS
614,PISASCIENCE,BOY,MEANSCORE,A,2012,539.408,"Korea, Republic of",AS
615,PISASCIENCE,BOY,MEANSCORE,A,2015,511.0,"Korea, Republic of",AS
616,PISASCIENCE,BOY,MEANSCORE,A,2018,521.0,"Korea, Republic of",AS
617,PISASCIENCE,GIRL,MEANSCORE,A,2006,523.0,"Korea, Republic of",AS
618,PISASCIENCE,GIRL,MEANSCORE,A,2009,539.0,"Korea, Republic of",AS
619,PISASCIENCE,GIRL,MEANSCORE,A,2012,535.93,"Korea, Republic of",AS
620,PISASCIENCE,GIRL,MEANSCORE,A,2015,521.0,"Korea, Republic of",AS
621,PISASCIENCE,GIRL,MEANSCORE,A,2018,517.0,"Korea, Republic of",AS
622,PISASCIENCE,BOY,MEANSCORE,A,2006,491.0,Luxembourg,EU
623,PISASCIENCE,BOY,MEANSCORE,A,2009,487.0,Luxembourg,EU
624,PISASCIENCE,BOY,MEANSCORE,A,2012,498.715,Luxembourg,EU
625,PISASCIENCE,BOY,MEANSCORE,A,2015,487.0,Luxembourg,EU
626,PISASCIENCE,BOY,MEANSCORE,A,2018,475.0,Luxembourg,EU
627,PISASCIENCE,GIRL,MEANSCORE,A,2006,482.0,Luxembourg,EU
628,PISASCIENCE,GIRL,MEANSCORE,A,2009,480.0,Luxembourg,EU
629,PISASCIENCE,GIRL,MEANSCORE,A,2012,483.484,Luxembourg,EU
630,PISASCIENCE,GIRL,MEANSCORE,A,2015,479.0,Luxembourg,EU
631,PISASCIENCE,GIRL,MEANSCORE,A,2018,479.0,Luxembourg,EU
632,PISASCIENCE,BOY,MEANSCORE,A,2006,413.0,Mexico,'NA'
633,PISASCIENCE,BOY,MEANSCORE,A,2009,419.0,Mexico,'NA'
634,PISASCIENCE,BOY,MEANSCORE,A,2012,418.128,Mexico,'NA'
635,PISASCIENCE,BOY,MEANSCORE,A,2015,420.0,Mexico,'NA'
636,PISASCIENCE,BOY,MEANSCORE,A,2018,424.0,Mexico,'NA'
637,PISASCIENCE,GIRL,MEANSCORE,A,2006,406.0,Mexico,'NA'
638,PISASCIENCE,GIRL,MEANSCORE,A,2009,413.0,Mexico,'NA'
639,PISASCIENCE,GIRL,MEANSCORE,A,2012,411.836,Mexico,'NA'
640,PISASCIENCE,GIRL,MEANSCORE,A,2015,412.0,Mexico,'NA'
641,PISASCIENCE,GIRL,MEANSCORE,A,2018,415.0,Mexico,'NA'
642,PISASCIENCE,BOY,MEANSCORE,A,2006,528.0,Netherlands,EU
643,PISASCIENCE,BOY,MEANSCORE,A,2009,524.0,Netherlands,EU
644,PISASCIENCE,BOY,MEANSCORE,A,2012,523.622,Netherlands,EU
645,PISASCIENCE,BOY,MEANSCORE,A,2015,511.0,Netherlands,EU
646,PISASCIENCE,BOY,MEANSCORE,A,2018,499.0,Netherlands,EU
647,PISASCIENCE,GIRL,MEANSCORE,A,2006,521.0,Netherlands,EU
648,PISASCIENCE,GIRL,MEANSCORE,A,2009,520.0,Netherlands,EU
649,PISASCIENCE,GIRL,MEANSCORE,A,2012,520.415,Netherlands,EU
650,PISASCIENCE,GIRL,MEANSCORE,A,2015,507.0,Netherlands,EU
651,PISASCIENCE,GIRL,MEANSCORE,A,2018,508.0,Netherlands,EU
652,PISASCIENCE,BOY,MEANSCORE,A,2006,528.0,New Zealand,OC
653,PISASCIENCE,BOY,MEANSCORE,A,2009,529.0,New Zealand,OC
654,PISASCIENCE,BOY,MEANSCORE,A,2012,517.875,New Zealand,OC
655,PISASCIENCE,BOY,MEANSCORE,A,2015,516.0,New Zealand,OC
656,PISASCIENCE,BOY,MEANSCORE,A,2018,509.0,New Zealand,OC
657,PISASCIENCE,GIRL,MEANSCORE,A,2006,532.0,New Zealand,OC
658,PISASCIENCE,GIRL,MEANSCORE,A,2009,535.0,New Zealand,OC
659,PISASCIENCE,GIRL,MEANSCORE,A,2012,513.297,New Zealand,OC
660,PISASCIENCE,GIRL,MEANSCORE,A,2015,511.0,New Zealand,OC
661,PISASCIENCE,GIRL,MEANSCORE,A,2018,508.0,New Zealand,OC
662,PISASCIENCE,BOY,MEANSCORE,A,2006,484.0,Norway,EU
663,PISASCIENCE,BOY,MEANSCORE,A,2009,498.0,Norway,EU
664,PISASCIENCE,BOY,MEANSCORE,A,2012,492.792,Norway,EU
665,PISASCIENCE,BOY,MEANSCORE,A,2015,500.0,Norway,EU
666,PISASCIENCE,BOY,MEANSCORE,A,2018,485.0,Norway,EU
667,PISASCIENCE,GIRL,MEANSCORE,A,2006,489.0,Norway,EU
668,PISASCIENCE,GIRL,MEANSCORE,A,2009,502.0,Norway,EU
669,PISASCIENCE,GIRL,MEANSCORE,A,2012,496.346,Norway,EU
670,PISASCIENCE,GIRL,MEANSCORE,A,2015,497.0,Norway,EU
671,PISASCIENCE,GIRL,MEANSCORE,A,2018,496.0,Norway,EU
672,PISASCIENCE,BOY,MEANSCORE,A,2006,500.0,Poland,EU
673,PISASCIENCE,BOY,MEANSCORE,A,2009,505.0,Poland,EU
674,PISASCIENCE,BOY,MEANSCORE,A,2012,524.421,Poland,EU
675,PISASCIENCE,BOY,MEANSCORE,A,2015,504.0,Poland,EU
676,PISASCIENCE,BOY,MEANSCORE,A,2018,511.0,Poland,EU
677,PISASCIENCE,GIRL,MEANSCORE,A,2006,496.0,Poland,EU
678,PISASCIENCE,GIRL,MEANSCORE,A,2009,511.0,Poland,EU
679,PISASCIENCE,GIRL,MEANSCORE,A,2012,527.149,Poland,EU
680,PISASCIENCE,GIRL,MEANSCORE,A,2015,498.0,Poland,EU
681,PISASCIENCE,GIRL,MEANSCORE,A,2018,511.0,Poland,EU
682,PISASCIENCE,BOY,MEANSCORE,A,2006,477.0,Portugal,EU
683,PISASCIENCE,BOY,MEANSCORE,A,2009,491.0,Portugal,EU
684,PISASCIENCE,BOY,MEANSCORE,A,2012,488.346,Portugal,EU
685,PISASCIENCE,BOY,MEANSCORE,A,2015,506.0,Portugal,EU
686,PISASCIENCE,BOY,MEANSCORE,A,2018,494.0,Portugal,EU
687,PISASCIENCE,GIRL,MEANSCORE,A,2006,472.0,Portugal,EU
688,PISASCIENCE,GIRL,MEANSCORE,A,2009,495.0,Portugal,EU
689,PISASCIENCE,GIRL,MEANSCORE,A,2012,490.224,Portugal,EU
690,PISASCIENCE,GIRL,MEANSCORE,A,2015,496.0,Portugal,EU
691,PISASCIENCE,GIRL,MEANSCORE,A,2018,489.0,Portugal,EU
692,PISASCIENCE,BOY,MEANSCORE,A,2006,491.0,Slovakia,EU
693,PISASCIENCE,BOY,MEANSCORE,A,2009,490.0,Slovakia,EU
694,PISASCIENCE,BOY,MEANSCORE,A,2012,474.658,Slovakia,EU
695,PISASCIENCE,BOY,MEANSCORE,A,2015,460.0,Slovakia,EU
696,PISASCIENCE,BOY,MEANSCORE,A,2018,461.0,Slovakia,EU
697,PISASCIENCE,GIRL,MEANSCORE,A,2006,485.0,Slovakia,EU
698,PISASCIENCE,GIRL,MEANSCORE,A,2009,491.0,Slovakia,EU
699,PISASCIENCE,GIRL,MEANSCORE,A,2012,467.385,Slovakia,EU
700,PISASCIENCE,GIRL,MEANSCORE,A,2015,461.0,Slovakia,EU
701,PISASCIENCE,GIRL,MEANSCORE,A,2018,467.0,Slovakia,EU
